City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,aleg,17.0481,-13.9209,20.69,18,31,5.02,MR,1739063310
360,horta,38.5333,-28.6333,12.79,87,100,5.36,PT,1739063311
361,khabary,53.6259,79.5345,-13.5,95,100,5.97,RU,1739063312
362,dazhong,33.1997,120.4578,-2.3,22,0,2.48,CN,1739063313
363,baikonur,45.6167,63.3167,-5.07,94,100,4.98,KZ,1739063314
364,walvis bay,-22.9575,14.5053,17.06,85,12,5.84,NA,1739063315
365,port saint john's,-31.6229,29.5448,23.23,86,96,4.81,ZA,1739063317
366,arno,60.1167,18.6333,-0.32,88,100,2.48,SE,1739063319
367,colonia,50.9333,6.95,2.17,82,88,2.01,DE,1739063305
368,harper,4.375,-7.7169,26.38,85,3,2.69,LR,1739063321
369,beau vallon,-20.4189,57.6953,24.13,88,20,2.57,MU,1739063322
370,lugoj,45.6886,21.9031,-0.39,61,100,1.0,RO,1739063323
371,san juan de miraflores,-12.1629,-76.9635,25.09,78,100,3.05,PE,1739063324
372,yuxia,34.0615,108.6291,-0.17,37,61,1.07,CN,1739063326
373,voskresenskoye,56.8381,45.4317,-10.02,98,77,1.31,RU,1739063327
374,srandakan,-7.9386,110.2506,27.58,79,85,4.1,ID,1739063328
375,pacocha,-17.5833,-71.3333,22.98,84,99,0.89,PE,1739063329
376,savanna-la-mar,18.219,-78.1332,26.07,81,0,0.29,JM,1739063330
377,bikenibeu village,1.3673,173.1241,29.98,66,20,6.69,KI,1739063331
378,puerto deseado,-47.7503,-65.8938,11.49,63,100,5.63,AR,1739063333
379,calheta,32.7167,-17.1833,16.74,64,100,3.58,PT,1739063334
380,manadhoo,5.7667,73.3833,27.64,71,99,8.28,MV,1739063337
381,hammerfest,70.6634,23.6821,1.25,75,0,3.09,NO,1739063339
382,mir bachah kot,34.75,69.119,2.27,79,100,0.92,AF,1739063340
383,ma'rib,15.4591,45.3253,18.42,20,0,2.34,YE,1739063341
384,delhi,28.6667,77.2167,10.05,81,6,1.54,IN,1739063200
385,madalena,41.2162,-8.3345,11.32,97,100,0.83,PT,1739063343
386,timbuktu,16.7735,-3.0074,21.23,14,39,5.98,ML,1739063344
387,sandnessjoen,66.0217,12.6316,-1.67,75,100,7.18,NO,1739063345
388,maua,-23.6678,-46.4614,23.33,85,59,2.39,BR,1739063195
389,magdagachi,53.45,125.8,-19.97,79,100,1.67,RU,1739063348
390,nadi,-17.8,177.4167,31.0,66,75,3.6,FJ,1739063349
391,bandarbeyla,9.4942,50.8122,22.19,80,5,4.17,SO,1739063350
392,saipan,15.1355,145.701,31.39,76,100,6.69,MP,1739063351
393,rio gallegos,-51.6226,-69.2181,10.9,56,99,9.62,AR,1739063240
394,brasov,45.75,25.3333,-6.97,71,1,2.47,RO,1739063354
395,kenai,60.5544,-151.2583,-3.88,71,0,2.57,US,1739063355
396,ailuk,10.2197,169.9797,26.73,77,100,7.5,MH,1739063356
397,constantia,44.1833,28.65,-4.61,71,79,8.06,RO,1739063357
398,saint-pourcain-sur-sioule,46.3093,3.2879,1.73,87,96,2.64,FR,1739063358
399,cabo san lucas,22.8909,-109.9124,25.17,33,0,3.6,MX,1739063157
400,port mathurin,-19.6833,63.4167,27.36,73,100,7.72,MU,1739063361
401,ust'-uda,54.1742,103.0304,-26.78,100,100,1.18,RU,1739063362
402,severo-yeniseyskiy,60.3725,93.0408,-13.47,95,100,3.2,RU,1739063363
403,novo aripuana,-5.1206,-60.3797,23.04,99,100,1.2,BR,1739063219
404,bopolu,7.0667,-10.4875,22.62,99,26,0.29,LR,1739063365
405,cole harbour,44.6724,-63.4751,-5.46,71,65,0.45,CA,1739063366
406,polyarnyy,69.1989,33.4478,-2.59,81,100,12.16,RU,1739063367
407,semporna,4.4818,118.6112,27.13,85,14,1.51,MY,1739063369
408,petropavl,54.8753,69.1628,-13.1,94,7,3.98,KZ,1739063370
409,esquel,-42.9,-71.3167,14.48,42,99,2.52,AR,1739063272
410,beaudesert,-27.9833,152.9833,32.08,56,0,3.27,AU,1739063372
411,hualien city,23.9769,121.6044,12.4,86,100,3.82,TW,1739063373
412,raya,27.5667,77.7833,11.91,33,82,2.44,IN,1739063374
413,neryungri,56.6709,124.6491,-30.59,88,17,0.52,RU,1739063138
414,den burg,53.0542,4.7972,2.99,87,100,2.57,NL,1739063377
415,badiyah,22.45,58.8,16.9,82,0,2.57,OM,1739063378
416,ciudad melchor muzquiz,27.8833,-101.5167,26.74,30,0,4.5,MX,1739063379
417,san matias,-16.3667,-58.4,22.05,95,75,1.98,BO,1739063381
418,laminusa,5.5549,120.9136,27.74,76,71,3.51,PH,1739063382
419,mount isa,-20.7333,139.5,25.87,89,75,5.14,AU,1739063384
420,ponta delgada,37.7333,-25.6667,15.4,88,75,11.32,PT,1739063131
421,noumea,-22.2763,166.4572,26.67,99,100,3.14,NC,1739063386
422,skelleftea,64.7507,20.9528,-1.67,100,100,3.09,SE,1739063112
423,port blair,11.6667,92.75,26.02,83,40,1.03,IN,1739063388
424,hobyo,5.3505,48.5268,23.07,83,86,4.62,SO,1739063389
425,codrington,-38.2667,141.9667,19.55,67,89,10.11,AU,1739063390
426,giado,31.9582,12.0203,9.72,85,0,2.01,LY,1739063391
427,pokhara,28.2333,83.9833,9.94,30,0,2.0,NP,1739063393
428,sorong,-0.8833,131.25,28.58,73,52,3.68,ID,1739063394
429,pandan,14.0453,124.1694,25.71,81,100,7.95,PH,1739063395
430,ketchikan,55.3422,-131.6461,1.26,66,75,2.06,US,1739063396
431,mendi,-6.1761,143.6513,17.77,83,84,0.81,PG,1739063397
432,fomeque,4.488,-73.8975,16.18,100,100,1.3,CO,1739063398
433,yemva,62.59,50.8594,-11.61,98,80,1.84,RU,1739063399
434,tromso,69.6496,18.957,4.01,56,40,10.29,NO,1739063400
435,scarborough,54.2797,-0.4044,5.47,48,100,2.68,GB,1739062851
436,chegdomyn,51.1167,133.0167,-15.6,87,100,0.58,RU,1739063403
437,plesetsk,62.708,40.2916,-9.18,97,100,2.45,RU,1739063404
438,tellicherry,11.75,75.5333,21.13,57,12,2.19,IN,1739063407
439,san rafael del yuma,18.4299,-68.6739,24.11,82,6,5.19,DO,1739063408
440,garissa,-0.4536,39.6401,24.94,72,99,5.05,KE,1739063409
441,tofol,5.3248,163.0078,29.88,74,75,3.09,FM,1739063410
442,mazsalaca,57.8633,25.0547,-4.83,87,6,2.59,LV,1739063411
443,egilsstadir,65.2653,-14.3948,-4.36,79,45,2.87,IS,1739063413
444,kitimat,54.0524,-128.6534,-3.94,65,11,0.52,CA,1739063414
445,minas de marcona,-15.2119,-75.1103,18.95,86,95,3.85,PE,1739063415
446,nahorkatiya,27.2833,95.3333,14.36,70,0,0.52,IN,1739063417
447,torquay,50.4638,-3.5143,4.3,91,100,4.62,GB,1739063418
448,san julian,21.0167,-102.1667,19.29,18,10,3.03,MX,1739063419
449,borodulikha,50.7184,80.9295,-23.83,100,100,4.16,KZ,1739063420
450,salmon arm,50.6998,-119.3024,-4.83,79,43,0.94,CA,1739063421
451,lent'ekhi,42.7856,42.7261,-5.62,74,86,2.53,GE,1739063422
452,llanes,43.4198,-4.7549,10.93,81,100,3.12,ES,1739063423
453,teguise,29.0605,-13.564,12.12,67,20,2.57,ES,1739063425
454,portland,45.5234,-122.6762,7.03,90,75,1.54,US,1739063180
455,wynyard,-41.0,145.7167,18.44,48,4,6.26,AU,1739063427
456,kone,-21.0595,164.8658,24.82,87,100,1.01,NC,1739063428
457,arkhangel'sk,64.5401,40.5433,-3.94,100,100,3.0,RU,1739063429
458,balikpapan,-1.2675,116.8289,27.55,94,40,3.09,ID,1739063430
459,porto torres,40.835,8.3972,10.1,89,97,3.07,IT,1739063431
460,kupang,-10.1667,123.5833,29.32,89,75,5.14,ID,1739063432
461,bamboo flat,11.7,92.7167,26.05,83,40,1.03,IN,1739063434
462,chivacoa,10.1603,-68.895,21.98,88,100,3.69,VE,1739063435
463,maxixe,-23.8597,35.3472,25.92,91,7,2.81,MZ,1739063436
464,geraldton,-28.7667,114.6,26.23,61,100,5.14,AU,1739063191
465,cobija,-11.0267,-68.7692,22.8,99,100,0.96,BO,1739063438
466,turuntayevo,52.2,107.6167,-25.41,98,98,0.6,RU,1739063440
467,karachev,53.1229,34.9852,-8.61,90,5,1.75,RU,1739063441
468,slavyanka,42.8633,131.3847,-8.86,52,1,2.43,RU,1739063443
469,cowra,-33.8333,148.6833,29.88,39,93,1.74,AU,1739063444
470,fresnillo,23.1667,-102.8833,17.98,14,1,3.7,MX,1739063445
471,relizane,35.7373,0.556,12.62,79,80,1.98,DZ,1739063446
472,sisa,-6.6167,-76.6915,22.52,98,15,1.51,PE,1739063448
473,kampene,-3.6,26.6667,19.97,94,100,0.89,CD,1739063449
474,dinguiraye,11.3,-10.7167,23.86,21,2,1.49,GN,1739063450
475,saint-francois,46.4154,3.9054,2.69,88,0,1.54,FR,1739063452
476,klichaw,53.4928,29.3352,-6.68,92,6,1.47,BY,1739063453
477,bokoro,12.3807,17.0568,23.58,15,5,5.05,TD,1739063454
478,sept-iles,50.2001,-66.3821,-19.28,82,15,2.74,CA,1739063322
479,morinville,53.8001,-113.652,-10.12,67,0,4.12,CA,1739063456
480,yanchep,-31.55,115.6833,24.72,63,55,4.96,AU,1739063458
481,kashima,33.1061,130.0906,1.51,52,49,0.98,JP,1739063459
482,kharovsk,59.9642,40.1912,-13.12,99,92,0.22,RU,1739063460
483,santiago de cao,-7.9589,-79.2392,22.07,88,20,2.57,PE,1739063461
484,luganville,-15.5333,167.1667,29.47,73,100,3.56,VU,1739063462
485,arteche,12.2645,125.4048,25.5,91,100,5.63,PH,1739063463
486,ambovombe,-25.1667,46.0833,24.45,89,5,3.2,MG,1739063464
487,ascope,-7.7144,-79.1078,24.94,69,100,1.97,PE,1739063465
488,san patricio,28.017,-97.5169,22.97,85,0,5.69,US,1739063467
489,talara,-4.5772,-81.2719,26.42,73,75,3.09,PE,1739063468
490,al hazm,16.1641,44.7769,19.67,46,0,3.55,YE,1739063469
491,maych'ew,12.7875,39.5422,11.79,74,81,0.69,ET,1739063470
492,taoudenni,22.6783,-3.9836,14.88,25,0,6.54,ML,1739063471
493,dryden,49.7833,-92.7503,-17.84,71,100,2.57,CA,1739063472
494,praszka,51.0537,18.4532,0.95,60,96,3.61,PL,1739063474
495,port isabel,26.0734,-97.2086,23.35,89,0,7.2,US,1739063476
496,pangody,65.85,74.4859,-5.69,80,96,13.01,RU,1739063477
497,mount gambier,-37.8333,140.7667,21.74,53,47,7.32,AU,1739063478
498,illapel,-31.6308,-71.1653,20.64,63,7,1.87,CL,1739063479
499,la foa,-21.7108,165.8276,25.08,77,100,1.56,NC,1739063480
500,malabar,-33.9667,151.25,28.21,73,20,5.85,AU,1739063482
501,bargaal,11.2864,51.0773,20.75,85,15,1.17,SO,1739063484
502,port arthur,38.8,121.2667,-4.88,52,70,2.72,CN,1739063485
503,plymouth,41.8334,-70.8328,0.03,64,100,2.57,US,1739063486
504,balabac,7.9868,117.0645,26.66,82,100,2.79,PH,1739063487
505,sitka,57.0531,-135.33,3.94,81,75,1.54,US,1739063489
506,zdolbuniv,50.5206,26.2425,-4.08,74,0,4.05,UA,1739063490
507,arbelaez,4.2725,-74.4151,19.75,91,100,1.48,CO,1739063491
508,kariba,-16.5167,28.8,20.89,91,100,1.64,ZW,1739063492
509,island harbour,50.724,-1.2758,3.9,91,93,3.4,GB,1739063493
510,awjilah,29.1081,21.2869,10.23,58,0,3.21,LY,1739063494
511,tchintabaraden,15.8969,5.7985,22.3,13,0,5.72,NE,1739063495
512,lebu,-37.6167,-73.65,15.26,69,63,8.58,CL,1739063407
513,uturoa,-16.7333,-151.4333,28.04,66,2,2.87,PF,1739063498
514,kwang binh,17.4833,106.6,13.97,94,100,4.61,VN,1739063499
515,karamay,45.6004,84.8661,-15.61,91,1,0.69,CN,1739063500
516,roma,43.2128,-75.4557,-3.51,89,100,5.66,US,1739063501
517,kodinsk,58.6881,99.1844,-12.43,95,100,3.02,RU,1739063502
518,mahuta,-10.8667,39.45,19.37,96,67,0.85,TZ,1739063503
519,queenstown,-31.8976,26.8753,16.64,89,13,1.71,ZA,1739063414
520,ilabaya,-17.4208,-70.5133,19.15,91,87,1.86,PE,1739063506
521,tangalle,6.024,80.7911,21.3,85,100,4.17,LK,1739063507
522,cabedelo,-6.9811,-34.8339,26.37,80,31,3.79,BR,1739063292
523,montepuez,-13.1256,38.9997,20.46,98,32,1.38,MZ,1739063510
524,gamba,-2.65,10.0,25.82,89,100,3.22,GA,1739063511
525,olyokminsk,60.3736,120.4264,-36.87,99,92,0.73,RU,1739063512
526,xacmaz,41.4635,48.806,-2.19,69,100,4.58,AZ,1739063514
527,motygino,58.1831,94.7592,-10.65,95,100,3.25,RU,1739063515
528,raja jang,31.2208,74.2519,10.75,26,0,1.5,PK,1739063516
529,yarmouth,41.7057,-70.2286,0.03,63,100,2.57,US,1739063432
530,atascadero,35.4894,-120.6707,13.16,53,99,2.68,US,1739063519
531,totness,5.8833,-56.3167,25.58,85,92,5.18,SR,1739063520
532,tiquipaya,-17.3382,-66.2189,16.4,69,75,2.57,BO,1739063521
533,binh long,11.6512,106.6071,23.39,54,92,5.6,VN,1739063523
534,itoman,26.1247,127.6694,13.01,76,75,7.72,JP,1739063524
535,north battleford,52.7834,-108.2847,-18.15,99,100,0.98,CA,1739063525
536,kalur kot,32.1564,71.2594,13.69,24,44,1.18,PK,1739063527
537,usinsk,65.9939,57.5281,-5.26,95,99,5.13,RU,1739063302
538,kalamansig,6.5519,124.0511,28.34,68,20,1.14,PH,1739063530
539,kashiwazaki,37.3667,138.55,3.1,69,99,10.64,JP,1739063531
540,bakanas,44.8081,76.2772,-8.86,77,100,1.57,KZ,1739063532
541,argo,37.6333,22.7333,5.24,73,93,2.77,GR,1739063534
542,chachapoyas,-6.2317,-77.869,12.5,99,97,0.53,PE,1739063160
543,muli,2.9167,73.5667,27.04,71,96,6.05,MV,1739063537
544,coquimbo,-29.9533,-71.3436,17.85,89,20,3.6,CL,1739063394
545,nema,57.5067,50.5011,-7.12,98,100,0.96,RU,1739063539
546,zanjan,36.6736,48.4787,-8.98,79,100,3.83,IR,1739063540
547,jind,29.3167,76.3167,11.61,21,6,2.03,IN,1739063541
548,kavaratti,10.5669,72.642,26.27,76,5,3.14,IN,1739063542
549,minas de matahambre,22.5887,-83.9447,22.63,71,97,2.01,CU,1739063544
550,sechura,-5.5569,-80.8222,25.34,70,18,5.97,PE,1739063545
551,pearsall,28.8922,-99.095,25.55,44,0,4.38,US,1739063546
552,xilin hot,43.9667,116.0333,-21.57,86,6,2.28,CN,1739063547
553,swift current,50.2834,-107.8014,-20.47,100,21,2.69,CA,1739063548
554,la palma,33.8464,-118.0467,17.64,68,75,5.14,US,1739063549
555,hirara,24.8,125.2833,14.45,67,100,8.91,JP,1739063328
556,karmaskaly,54.3709,56.1837,-10.05,100,91,1.69,RU,1739063551
557,las lomitas,-24.7096,-60.593,31.98,43,61,3.76,AR,1739063554
558,pangai,-19.8,-174.35,28.24,74,97,3.57,TO,1739063555
559,kapsan-up,41.0903,128.2933,-17.13,80,20,1.58,KP,1739063556
560,port douglas,-16.4833,145.4667,29.0,71,98,1.44,AU,1739063557
561,victoria point,-27.5833,153.3,29.03,64,21,0.89,AU,1739063560
562,lundazi,-12.2929,33.1782,18.02,95,100,1.03,ZM,1739063561
563,amli,20.2833,73.0167,22.71,46,0,1.12,IN,1739063562
564,puerto aysen,-45.4,-72.7,9.17,96,16,1.52,CL,1739063284
565,sal rei,16.1833,-22.9167,20.24,71,100,8.76,CV,1739063564
566,changji,44.0167,87.3167,-18.56,84,100,1.0,CN,1739063565
567,wete,-5.0559,39.7294,24.05,87,13,0.97,TZ,1739063334
568,yoloten,37.2989,62.3597,-0.96,76,28,2.58,TM,1739063568
569,hwange,-18.3693,26.5019,23.02,69,100,0.65,ZW,1739063569
570,papao,-17.75,-149.55,29.82,67,36,1.73,PF,1739063570
571,tyuratam,45.6507,63.3156,-5.15,94,100,5.05,KZ,1739063572
572,toliara,-23.35,43.6667,25.75,86,12,1.66,MG,1739063573
573,leava,-14.3,-178.1667,29.16,76,100,6.89,WF,1739063574
574,bozyazi,36.1082,32.9611,7.57,53,0,4.77,TR,1739063576
575,stawell,-37.05,142.7667,18.93,71,100,7.27,AU,1739063577
576,vila velha,-20.3297,-40.2925,26.97,78,75,1.54,BR,1739063578
577,veraval,20.9,70.3667,21.46,48,0,3.31,IN,1739063579
578,faya-largeau,17.9257,19.1043,19.13,20,0,6.08,TD,1739063580
579,crane,31.3974,-102.3501,26.07,10,100,4.4,US,1739063568
580,youhao,47.8667,128.8333,-19.44,96,100,0.28,CN,1739063582
581,labis,2.385,103.021,24.45,81,100,3.27,MY,1739063584
582,lucapa,-8.4192,20.7447,17.98,96,28,0.32,AO,1739063585
583,dompu,-8.5356,118.4622,27.89,80,97,2.47,ID,1739063586
584,ta`u,-14.2336,-169.5144,28.62,75,18,6.84,AS,1739063587
585,woolgoolga,-30.1106,153.2007,28.3,64,6,6.52,AU,1739063588
586,alderetes,-26.8167,-65.1333,28.85,36,0,1.77,AR,1739063429
587,valozhyn,54.0909,26.5225,-5.8,85,6,3.15,BY,1739063591
588,vadso,70.0744,29.7487,-1.91,74,1,9.26,NO,1739063592
